3.54927	-60.9337	8.74796	-16.4288	4.25284	6.43129	0.354509	
3.43532	-60.8714	8.73422	-16.3839	4.24906	6.42593	0.353437	
3.31939	-60.8081	8.71995	-16.3403	4.24549	6.42037	0.352365	
3.20457	-60.7575	8.70783	-16.3014	4.24244	6.41565	0.351299	
3.08516	-60.697	8.69297	-16.26	4.2391	6.41007	0.35023	
2.97576	-60.6388	8.68087	-16.2152	4.23525	6.4053	0.349146	
2.85852	-60.5779	8.6664	-16.1728	4.23175	6.3998	0.348068	
2.74377	-60.5209	8.65291	-16.1299	4.22807	6.39475	0.346989	
2.62816	-60.4612	8.63886	-16.0868	4.2244	6.38952	0.345905	
2.51243	-60.4025	8.62486	-16.044	4.22074	6.38433	0.344822	
2.39838	-60.3544	8.61278	-16.0044	4.21736	6.37988	0.343741	
2.28029	-60.2861	8.59665	-15.9589	4.2134	6.37397	0.342649	
2.16344	-60.221	8.58124	-15.914	4.20946	6.36833	0.341556	
2.04925	-60.1748	8.56916	-15.8744	4.20598	6.36404	0.340471	
1.93106	-60.1018	8.55213	-15.827	4.20176	6.35784	0.339369	
1.81546	-60.0454	8.53812	-15.7843	4.19793	6.35287	0.338275	
1.69908	-59.9892	8.52384	-15.7417	4.19412	6.34783	0.337179	
1.58239	-59.9277	8.50867	-15.6974	4.1901	6.34247	0.336078	
1.46622	-59.8727	8.49452	-15.655	4.18624	6.33755	0.33498	
1.34946	-59.8118	8.47926	-15.6106	4.18215	6.33224	0.333875	
1.23234	-59.7554	8.46459	-15.5682	4.17827	6.32717	0.332773	
1.1163	-59.6974	8.44981	-15.5242	4.17415	6.32212	0.331666	
1.00027	-59.6402	8.43515	-15.4805	4.17006	6.31712	0.330557	
0.882382	-59.58	8.4194	-15.4363	4.16588	6.31178	0.329448	
0.764544	-59.5225	8.40416	-15.3935	4.1619	6.30662	0.328339	
0.647494	-59.4593	8.38809	-15.3476	4.15748	6.3012	0.327222	
0.52965	-59.4009	8.37252	-15.3038	4.15331	6.29602	0.326108	
0.413345	-59.3541	8.35904	-15.2635	4.14944	6.29166	0.324999	
0.294215	-59.2859	8.34153	-15.2166	4.14491	6.28578	0.323876	
0.176053	-59.2208	8.32461	-15.1701	4.14034	6.28018	0.322752	
0.0586453	-59.1672	8.30968	-15.1276	4.13621	6.27535	0.321634	
-0.058649	-59.1124	8.29442	-15.0841	4.13189	6.27046	0.320513	
-0.176184	-59.0556	8.27878	-15.04	4.1275	6.26543	0.31939	
-0.295191	-58.997	8.2625	-14.9963	4.1232	6.26019	0.318266	
-0.413918	-58.9331	8.24531	-14.9498	4.11852	6.25466	0.317135	
-0.534338	-58.8637	8.22684	-14.9025	4.11381	6.24863	0.316001	
-0.648927	-58.8206	8.21369	-14.8608	4.10944	6.24471	0.314876	
-0.769172	-58.7681	8.19793	-14.8202	4.10545	6.23978	0.313753	
-0.886306	-58.7154	8.18262	-14.7765	4.10093	6.23505	0.312622	
-1.00991	-58.6242	8.15963	-14.7222	4.09541	6.2275	0.311469	
-1.12434	-58.5993	8.14926	-14.6871	4.0917	6.22472	0.310353	
-1.24218	-58.542	8.13284	-14.6417	4.08691	6.2197	0.309215	
-1.36836	-58.4898	8.11575	-14.6058	4.08361	6.21435	0.308094	
-1.48392	-58.4182	8.09714	-14.5517	4.07763	6.20863	0.306937	
-1.60179	-58.3618	8.08062	-14.5061	4.07273	6.20364	0.305794	
